NUMBER,NAME,TYPE1,TYPE2,ABIILITY1,ABILITY2,HIDDEN_ABILITY,WEIGHT_KG,CATCH_RATE,BASE_HAPPINESS,HP,ATK,DEF,SPATK,SPDEF,SPD,EXP_CURVE,BASE_EXP,HP EV,ATK EV,DEF EV,SPATK EV,SPDEF EV,SPD EV
342,CRAWDAUNT,WATER,DARK,ADAPTABILITY,SHELL ARMOR,HYPER CUTTER,32.8,155,70,63,120,85,90,55,55,FLUCTUATING,164,0,2,0,0,0,0
343,BALTOY,GROUND,PSYCHIC,LEVITATE,,,21.5,255,70,40,40,55,40,70,55,MEDIUM_FAST,60,0,0,0,0,1,0
344,CLAYDOL,GROUND,PSYCHIC,LEVITATE,,,108,90,70,60,70,105,70,120,75,MEDIUM_FAST,175,0,0,0,0,2,0
345,LILEEP,ROCK,GRASS,STORM DRAIN,,SUCTION CUPS,23.8,45,70,66,41,77,61,87,23,ERRATIC,71,0,0,0,0,1,0
346,CRADILY,ROCK,GRASS,STORM DRAIN,,SUCTION CUPS,60.4,45,70,86,81,97,81,107,43,ERRATIC,173,0,0,0,0,2,0
347,ANORITH,ROCK,BUG,BATTLE ARMOR,,SWIFT SWIM,12.5,45,70,45,95,50,40,50,75,ERRATIC,71,0,1,0,0,0,0
348,ARMALDO,ROCK,BUG,BATTLE ARMOR,,SWIFT SWIM,68.2,45,70,75,125,100,70,80,45,ERRATIC,173,0,2,0,0,0,0
349,FEEBAS,WATER,,ADAPTABILITY,,SWIFT SWIM,7.4,255,70,20,15,20,10,55,80,ERRATIC,40,0,0,0,0,0,1
350,MILOTIC,WATER,,CUTE CHARM,,MARVEL SCALE,162,60,70,95,60,79,100,125,81,ERRATIC,189,0,0,0,0,2,0
351,CASTFORM,NORMAL,,FORECAST,,,0.8,45,70,70,70,70,70,70,70,MEDIUM_FAST,147,1,0,0,0,0,0
352,KECLEON,NORMAL,,COLOR CHANGE,,,22,200,70,60,90,70,60,120,40,MEDIUM_SLOW,154,0,0,0,0,1,0
353,SHUPPET,GHOST,,CURSED BODY,INSOMNIA,FRISK,2.3,225,35,44,75,35,63,33,45,FAST,59,0,1,0,0,0,0
354,BANETTE,GHOST,,CURSED BODY,INSOMNIA,FRISK,12.5,45,35,64,115,65,83,63,65,FAST,159,0,2,0,0,0,0
355,DUSKULL,GHOST,,LEVITATE,,,15,190,35,20,40,90,30,90,25,FAST,59,0,0,0,0,1,0
356,DUSCLOPS,GHOST,,PRESSURE,,,30.6,90,35,40,70,130,60,130,25,FAST,159,0,0,1,0,1,0
357,TROPIUS,GRASS,FLYING,CHLOROPHYLL,SOLAR POWER,HARVEST,100,200,70,99,68,83,72,87,51,SLOW,161,2,0,0,0,0,0
358,CHIMECHO,PSYCHIC,,LEVITATE,,,1,45,70,65,50,70,95,80,65,FAST,149,0,0,0,1,1,0
359,ABSOL,DARK,,JUSTIFIED,SUPER LUCK,PRESSURE,47,30,35,65,130,60,75,60,75,MEDIUM_SLOW,163,0,2,0,0,0,0
360,WYNAUT,PSYCHIC,,SHADOW TAG,,TELEPATHY,14,125,70,95,23,48,23,48,23,MEDIUM_FAST,52,1,0,0,0,0,0
361,SNORUNT,ICE,,ICE BODY,MOODY,INNER FOCUS,16.8,190,70,50,50,50,50,50,50,MEDIUM_FAST,60,1,0,0,0,0,0
362,GLALIE,ICE,,ICE BODY,MOODY,INNER FOCUS,256.5,75,70,80,80,80,80,80,80,MEDIUM_FAST,168,2,0,0,0,0,0
363,SPHEAL,ICE,WATER,ICE BODY,THICK FAT,OBLIVIOUS,39.5,255,70,70,40,50,55,50,25,MEDIUM_SLOW,58,1,0,0,0,0,0
364,SEALEO,ICE,WATER,ICE BODY,THICK FAT,OBLIVIOUS,87.6,120,70,90,60,70,75,70,45,MEDIUM_SLOW,144,2,0,0,0,0,0
365,WALREIN,ICE,WATER,ICE BODY,THICK FAT,OBLIVIOUS,150.6,45,70,110,80,90,95,90,65,MEDIUM_SLOW,239,3,0,0,0,0,0
366,CLAMPERL,WATER,,RATTLED,,SHELL ARMOR,52.5,255,70,35,64,85,74,55,32,ERRATIC,69,0,0,1,0,0,0
367,HUNTAIL,WATER,,SWIFT SWIM,,WATER VEIL,27,60,70,55,104,105,94,75,52,ERRATIC,170,0,1,1,0,0,0
368,GOREBYSS,WATER,,HYDRATION,,SWIFT SWIM,22.6,60,70,55,84,105,114,75,52,ERRATIC,170,0,0,0,2,0,0
369,RELICANTH,WATER,ROCK,ROCK HEAD,SWIFT SWIM,STURDY,23.4,25,70,100,90,130,45,65,55,SLOW,170,1,0,1,0,0,0
370,LUVDISC,WATER,,HYDRATION,,SWIFT SWIM,8.7,225,70,43,30,55,40,65,97,FAST,116,0,0,0,0,0,1
371,BAGON,DRAGON,,ROCK HEAD,,SHEER FORCE,42.1,45,35,45,75,60,40,30,50,SLOW,60,0,1,0,0,0,0
372,SHELGON,DRAGON,,OVERCOAT,,ROCK HEAD,110.5,45,35,65,95,100,60,50,50,SLOW,147,0,0,2,0,0,0
373,SALAMENCE,DRAGON,FLYING,INTIMIDATE,,MOXIE,102.6,45,35,95,135,80,110,80,100,SLOW,270,0,3,0,0,0,0
374,BELDUM,STEEL,PSYCHIC,CLEAR BODY,,LIGHT METAL,95.2,3,35,40,55,80,35,60,30,SLOW,60,0,0,1,0,0,0
375,METANG,STEEL,PSYCHIC,CLEAR BODY,,LIGHT METAL,202.5,3,35,60,75,100,55,80,50,SLOW,147,0,0,2,0,0,0
376,METAGROSS,STEEL,PSYCHIC,CLEAR BODY,,LIGHT METAL,550,3,35,80,135,130,95,90,70,SLOW,270,0,0,3,0,0,0
377,REGIROCK,ROCK,,CLEAR BODY,,,230,3,35,80,100,200,50,100,50,SLOW,261,0,0,3,0,0,0
378,REGICE,ICE,,CLEAR BODY,,,175,3,35,80,50,100,100,200,50,SLOW,261,0,0,0,0,3,0
379,REGISTEEL,STEEL,,CLEAR BODY,,,205,3,35,80,75,150,75,150,50,SLOW,261,0,0,2,0,1,0
380,LATIAS,DRAGON,PSYCHIC,LEVITATE,,,40,3,90,80,80,90,110,130,110,SLOW,270,0,0,0,0,3,0
381,LATIOS,DRAGON,PSYCHIC,LEVITATE,,,60,3,90,80,90,80,130,110,110,SLOW,270,0,0,0,3,0,0
382,KYOGRE,WATER,,DRIZZLE,,,352,5,0,100,100,90,150,140,90,SLOW,302,0,0,0,3,0,0
383,GROUDON,GROUND,,DROUGHT,,,950,5,0,100,150,140,100,90,90,SLOW,302,0,3,0,0,0,0
384,RAYQUAZA,DRAGON,FLYING,AIR LOCK,,,206.5,3,0,105,150,90,150,90,95,SLOW,306,0,2,0,1,0,0
385,JIRACHI,STEEL,PSYCHIC,SERENE GRACE,,,1.1,3,100,100,100,100,100,100,100,SLOW,270,3,0,0,0,0,0
386,DEOXYS,PSYCHIC,,PRESSURE,,,60.8,3,0,50,150,50,150,50,150,SLOW,270,0,1,0,1,0,1
387,TURTWIG,GRASS,,OVERGROW,,SHELL ARMOR,10.2,45,70,55,68,64,45,55,31,MEDIUM_SLOW,64,0,1,0,0,0,0
388,GROTLE,GRASS,,OVERGROW,,SHELL ARMOR,97,45,70,75,89,85,55,65,36,MEDIUM_SLOW,142,0,1,1,0,0,0
389,TORTERRA,GRASS,GROUND,OVERGROW,,SHELL ARMOR,310,45,70,95,109,105,75,85,56,MEDIUM_SLOW,236,0,2,1,0,0,0
390,CHIMCHAR,FIRE,,BLAZE,,IRON FIST,6.2,45,70,44,58,44,58,44,61,MEDIUM_SLOW,62,0,0,0,0,0,1
391,MONFERNO,FIRE,FIGHTING,BLAZE,,IRON FIST,22,45,70,64,78,52,78,52,81,MEDIUM_SLOW,142,0,0,0,1,0,1
392,INFERNAPE,FIRE,FIGHTING,BLAZE,,IRON FIST,55,45,70,76,104,71,104,71,108,MEDIUM_SLOW,240,0,1,0,1,0,1
393,PIPLUP,WATER,,DEFIANT,,TORRENT,5.2,45,70,53,51,53,61,56,40,MEDIUM_SLOW,63,0,0,0,1,0,0
394,PRINPLUP,WATER,,DEFIANT,,TORRENT,23,45,70,64,66,68,81,76,50,MEDIUM_SLOW,142,0,0,0,2,0,0
395,EMPOLEON,WATER,STEEL,DEFIANT,,TORRENT,84.5,45,70,84,86,88,111,101,60,MEDIUM_SLOW,239,0,0,0,3,0,0
396,STARLY,NORMAL,FLYING,KEEN EYE,,RECKLESS,2,255,70,40,55,30,30,30,60,MEDIUM_SLOW,49,0,0,0,0,0,1
397,STARAVIA,NORMAL,FLYING,INTIMIDATE,,RECKLESS,15.5,120,70,55,75,50,40,40,80,MEDIUM_SLOW,119,0,0,0,0,0,2
398,STARAPTOR,NORMAL,FLYING,INTIMIDATE,,RECKLESS,24.9,45,70,85,120,70,50,50,100,MEDIUM_SLOW,214,0,3,0,0,0,0
399,BIDOOF,NORMAL,,MOODY,UNAWARE,SIMPLE,20,255,70,59,45,40,35,40,31,MEDIUM_FAST,50,1,0,0,0,0,0
400,BIBAREL,NORMAL,WATER,MOODY,UNAWARE,SIMPLE,31.5,127,70,79,85,60,55,60,71,MEDIUM_FAST,144,0,2,0,0,0,0
401,KRICKETOT,BUG,,RUN AWAY,,SHED SKIN,2.2,255,70,37,25,41,25,41,25,MEDIUM_SLOW,39,0,0,1,0,0,0
402,KRICKETUNE,BUG,,SWARM,,TECHNICIAN,25.5,45,70,77,85,51,55,51,65,MEDIUM_SLOW,134,0,2,0,0,0,0
403,SHINX,ELECTRIC,,GUTS,RIVALRY,INTIMIDATE,9.5,235,70,45,65,34,40,34,45,MEDIUM_SLOW,53,0,1,0,0,0,0
404,LUXIO,ELECTRIC,,GUTS,RIVALRY,INTIMIDATE,30.5,120,100,60,85,49,60,49,60,MEDIUM_SLOW,127,0,2,0,0,0,0
405,LUXRAY,ELECTRIC,,GUTS,RIVALRY,INTIMIDATE,42,45,70,80,120,79,95,79,70,MEDIUM_SLOW,235,0,3,0,0,0,0
406,BUDEW,GRASS,POISON,LEAF GUARD,POISON POINT,NATURAL CURE,1.2,255,70,40,30,35,50,70,55,MEDIUM_SLOW,56,0,0,0,1,0,0
407,ROSERADE,GRASS,POISON,NATURAL CURE,TECHNICIAN,POISON POINT,14.5,75,70,60,70,55,125,105,90,MEDIUM_SLOW,227,0,0,0,3,0,0
408,CRANIDOS,ROCK,,MOLD BREAKER,,SHEER FORCE,31.5,45,70,67,125,40,30,30,58,ERRATIC,70,0,1,0,0,0,0
409,RAMPARDOS,ROCK,,MOLD BREAKER,,SHEER FORCE,102.5,45,70,97,165,60,65,50,58,ERRATIC,173,0,2,0,0,0,0
410,SHIELDON,ROCK,STEEL,SOUNDPROOF,,STURDY,57,45,70,30,42,118,42,88,30,ERRATIC,70,0,0,1,0,0,0
411,BASTIODON,ROCK,STEEL,SOUNDPROOF,,STURDY,149.5,45,70,60,52,168,47,138,30,ERRATIC,173,0,0,2,0,0,0
412,BURMY,BUG,,OVERCOAT,,SHED SKIN,3.4,120,70,40,29,45,29,45,36,MEDIUM_FAST,45,0,0,0,0,1,0
413,WORMADAM,BUG,GRASS,ANTICIPATION,,OVERCOAT,6.5,45,70,60,59,85,79,105,36,MEDIUM_FAST,148,0,0,0,0,2,0
414,MOTHIM,BUG,FLYING,SWARM,,TINTED LENS,23.3,45,70,70,94,50,94,50,66,MEDIUM_FAST,148,0,1,0,1,0,0
415,COMBEE,BUG,FLYING,HONEY GATHER,,HUSTLE,5.5,120,70,30,30,42,30,42,70,MEDIUM_SLOW,49,0,0,0,0,0,1
416,VESPIQUEN,BUG,FLYING,PRESSURE,,UNNERVE,38.5,45,70,70,80,102,80,102,40,MEDIUM_SLOW,166,0,0,1,0,1,0
417,PACHIRISU,ELECTRIC,,PICKUP,VOLT ABSORB,RUN AWAY,3.9,200,100,60,45,70,45,90,95,MEDIUM_FAST,142,0,0,0,0,0,1
418,BUIZEL,WATER,,SWIFT SWIM,,WATER VEIL,29.5,190,70,55,65,35,60,30,85,MEDIUM_FAST,66,0,0,0,0,0,1
419,FLOATZEL,WATER,,SWIFT SWIM,,WATER VEIL,33.5,75,70,85,105,55,85,50,115,MEDIUM_FAST,173,0,0,0,0,0,2
420,CHERUBI,GRASS,,CHLOROPHYLL,,,3.3,190,70,45,35,45,62,53,35,MEDIUM_FAST,55,0,0,0,1,0,0
421,CHERRIM,GRASS,,FLOWER GIFT,,,9.3,75,70,70,60,70,87,78,85,MEDIUM_FAST,158,0,0,0,2,0,0
422,SHELLOS,WATER,,SAND FORCE,STORM DRAIN,STICKY HOLD,6.3,190,70,76,48,48,57,62,34,MEDIUM_FAST,65,1,0,0,0,0,0
423,GASTRODON,WATER,GROUND,SAND FORCE,STORM DRAIN,STICKY HOLD,29.9,75,70,111,83,68,92,82,39,MEDIUM_FAST,166,2,0,0,0,0,0
424,AMBIPOM,NORMAL,,PICKUP,TECHNICIAN,SKILL LINK,20.3,45,100,75,100,66,60,66,115,FAST,169,0,0,0,0,0,2
425,DRIFLOON,GHOST,FLYING,AFTERMATH,UNBURDEN,FLARE BOOST,1.2,125,70,90,50,34,60,44,70,FLUCTUATING,70,1,0,0,0,0,0
426,DRIFBLIM,GHOST,FLYING,AFTERMATH,UNBURDEN,FLARE BOOST,15,60,70,150,80,44,90,54,80,FLUCTUATING,174,2,0,0,0,0,0
427,BUNEARY,NORMAL,,KLUTZ,RUN AWAY,LIMBER,5.5,190,0,55,66,44,44,56,85,MEDIUM_FAST,70,0,0,0,0,0,1
428,LOPUNNY,NORMAL,,CUTE CHARM,LIMBER,KLUTZ,33.3,60,140,65,76,84,54,96,105,MEDIUM_FAST,168,0,0,0,0,0,2
429,MISMAGIUS,GHOST,,LEVITATE,,,4.4,45,35,60,60,60,105,105,105,FAST,173,0,0,0,1,1,0
430,HONCHKROW,DARK,FLYING,INSOMNIA,SUPER LUCK,MOXIE,27.3,30,35,100,125,52,105,52,71,MEDIUM_SLOW,177,0,2,0,0,0,0
431,GLAMEOW,NORMAL,,KEEN EYE,OWN TEMPO,LIMBER,3.9,190,70,49,55,42,42,37,85,FAST,62,0,0,0,0,0,1
432,PURUGLY,NORMAL,,DEFIANT,THICK FAT,OWN TEMPO,43.8,75,70,71,82,64,64,59,112,FAST,158,0,0,0,0,0,2
433,CHINGLING,PSYCHIC,,LEVITATE,,,0.6,120,70,45,30,50,65,50,45,FAST,57,0,0,0,1,0,0
434,STUNKY,POISON,DARK,AFTERMATH,STENCH,KEEN EYE,19.2,225,70,63,63,47,41,41,74,MEDIUM_FAST,66,0,0,0,0,0,1
435,SKUNTANK,POISON,DARK,AFTERMATH,STENCH,KEEN EYE,38,60,70,103,93,67,71,61,84,MEDIUM_FAST,168,2,0,0,0,0,0
436,BRONZOR,STEEL,PSYCHIC,HEATPROOF,LEVITATE,HEAVY METAL,60.5,255,70,57,24,86,24,86,23,MEDIUM_FAST,60,0,0,1,0,0,0
437,BRONZONG,STEEL,PSYCHIC,HEATPROOF,LEVITATE,HEAVY METAL,187,90,70,67,89,116,79,116,33,MEDIUM_FAST,175,0,0,1,0,1,0
438,BONSLY,ROCK,,RATTLED,STURDY,ROCK HEAD,15,255,70,50,80,95,10,45,10,MEDIUM_FAST,58,0,0,1,0,0,0
439,MIMEJR,PSYCHIC,,FILTER,TECHNICIAN,SOUNDPROOF,13,145,70,20,25,45,70,90,60,MEDIUM_FAST,62,0,0,0,0,1,0
440,HAPPINY,NORMAL,,FRIEND GUARD,SERENE GRACE,NATURAL CURE,24.4,130,140,100,5,5,15,65,30,FAST,110,1,0,0,0,0,0
441,CHATOT,NORMAL,FLYING,BIG PECKS,TANGLED FEET,KEEN EYE,1.9,30,35,76,65,45,92,42,91,MEDIUM_SLOW,144,0,1,0,0,0,0
442,SPIRITOMB,GHOST,DARK,INFILTRATOR,,PRESSURE,108,100,70,50,92,108,92,108,35,MEDIUM_FAST,170,0,0,1,0,1,0
443,GIBLE,DRAGON,GROUND,ROUGH SKIN,,SAND VEIL,20.5,45,70,58,70,45,40,45,42,SLOW,60,0,1,0,0,0,0
444,GABITE,DRAGON,GROUND,ROUGH SKIN,,SAND VEIL,56,45,70,68,90,65,50,55,82,SLOW,144,0,2,0,0,0,0
445,GARCHOMP,DRAGON,GROUND,ROUGH SKIN,,SAND VEIL,95,45,70,108,130,95,80,85,102,SLOW,270,0,3,0,0,0,0
446,MUNCHLAX,NORMAL,,GLUTTONY,THICK FAT,PICKUP,105,50,70,135,85,40,40,85,5,SLOW,78,1,0,0,0,0,0
447,RIOLU,FIGHTING,,INNER FOCUS,STEADFAST,PRANKSTER,20.2,75,70,40,70,40,35,40,60,MEDIUM_SLOW,57,0,1,0,0,0,0
448,LUCARIO,FIGHTING,STEEL,INNER FOCUS,STEADFAST,JUSTIFIED,54,45,70,70,110,70,115,70,90,MEDIUM_SLOW,184,0,1,0,1,0,0
449,HIPPOPOTAS,GROUND,,SAND FORCE,,SAND STREAM,49.5,140,70,68,72,78,38,42,32,SLOW,66,0,0,1,0,0,0
450,HIPPOWDON,GROUND,,SAND FORCE,,SAND STREAM,300,60,70,108,112,118,68,72,47,SLOW,184,0,0,2,0,0,0
451,SKORUPI,POISON,BUG,BATTLE ARMOR,SNIPER,KEEN EYE,12,120,70,40,50,90,30,55,65,SLOW,66,0,0,1,0,0,0
452,DRAPION,POISON,DARK,BATTLE ARMOR,SNIPER,KEEN EYE,61.5,45,70,70,90,110,60,75,95,SLOW,175,0,0,2,0,0,0
453,CROAGUNK,POISON,FIGHTING,ANTICIPATION,POISON TOUCH,DRY SKIN,23,140,100,48,61,40,61,40,50,MEDIUM_FAST,60,0,1,0,0,0,0
454,TOXICROAK,POISON,FIGHTING,ANTICIPATION,POISON TOUCH,DRY SKIN,44.4,75,70,83,106,65,86,65,85,MEDIUM_FAST,172,0,2,0,0,0,0
455,CARNIVINE,GRASS,,LEVITATE,,,27,200,70,74,100,72,90,72,46,SLOW,159,0,2,0,0,0,0
456,FINNEON,WATER,,STORM DRAIN,WATER VEIL,SWIFT SWIM,7,190,70,49,49,56,49,61,66,ERRATIC,66,0,0,0,0,0,1
457,LUMINEON,WATER,,STORM DRAIN,WATER VEIL,SWIFT SWIM,24,75,70,69,69,76,69,86,91,ERRATIC,161,0,0,0,0,0,2
458,MANTYKE,WATER,FLYING,SWIFT SWIM,WATER VEIL,WATER ABSORB,65,25,70,45,20,50,60,120,50,SLOW,69,0,0,0,0,1,0
459,SNOVER,GRASS,ICE,SNOW WARNING,,SOUNDPROOF,50.5,120,70,60,62,50,62,60,40,SLOW,67,0,1,0,0,0,0
460,ABOMASNOW,GRASS,ICE,SNOW WARNING,,SOUNDPROOF,135.5,60,70,90,92,75,92,85,60,SLOW,173,0,1,0,1,0,0
461,WEAVILE,DARK,ICE,PICKPOCKET,,PRESSURE,34,45,35,70,120,65,45,85,125,MEDIUM_SLOW,179,0,1,0,0,0,1
462,MAGNEZONE,ELECTRIC,STEEL,ANALYTIC,STURDY,MAGNET PULL,180,30,70,70,70,115,130,90,60,MEDIUM_FAST,241,0,0,0,3,0,0
463,LICKILICKY,NORMAL,,CLOUD NINE,OWN TEMPO,OBLIVIOUS,140,30,70,110,85,95,80,95,50,MEDIUM_FAST,180,3,0,0,0,0,0
464,RHYPERIOR,GROUND,ROCK,LIGHTNINGROD,SOLID ROCK,RECKLESS,282.8,30,70,115,140,130,55,55,40,SLOW,241,0,3,0,0,0,0
465,TANGROWTH,GRASS,,CHLOROPHYLL,REGENERATOR,LEAF GUARD,128.6,30,70,100,100,125,110,50,50,MEDIUM_FAST,187,0,0,2,0,0,0
466,ELECTIVIRE,ELECTRIC,,MOTOR DRIVE,,VITAL SPIRIT,138.6,30,70,75,123,67,95,85,95,MEDIUM_FAST,243,0,3,0,0,0,0
467,MAGMORTAR,FIRE,,FLAME BODY,,VITAL SPIRIT,68,30,70,75,95,67,125,95,83,MEDIUM_FAST,243,0,0,0,3,0,0
468,TOGEKISS,NORMAL,FLYING,HUSTLE,SUPER LUCK,SERENE GRACE,38,30,70,85,50,95,120,115,80,FAST,245,0,0,0,2,1,0
469,YANMEGA,BUG,FLYING,FRISK,TINTED LENS,SPEED BOOST,51.5,30,70,86,76,86,116,56,95,MEDIUM_FAST,180,0,2,0,0,0,0
470,LEAFEON,GRASS,,CHLOROPHYLL,,LEAF GUARD,25.5,45,35,65,110,130,60,65,95,MEDIUM_FAST,184,0,0,2,0,0,0
471,GLACEON,ICE,,ICE BODY,,SNOW CLOAK,25.9,45,35,65,60,110,130,95,65,MEDIUM_FAST,184,0,0,0,2,0,0
472,GLISCOR,GROUND,FLYING,HYPER CUTTER,SAND VEIL,POISON HEAL,42.5,30,70,75,95,125,45,75,95,MEDIUM_SLOW,179,0,0,2,0,0,0
473,MAMOSWINE,ICE,GROUND,OBLIVIOUS,THICK FAT,SNOW CLOAK,291,50,70,110,130,80,70,60,80,SLOW,239,0,3,0,0,0,0
474,PORYGON-Z,NORMAL,,ADAPTABILITY,DOWNLOAD,ANALYTIC,34,30,70,85,80,70,135,75,90,MEDIUM_FAST,241,0,0,0,3,0,0
475,GALLADE,PSYCHIC,FIGHTING,JUSTIFIED,,STEADFAST,52,45,35,68,125,65,65,115,80,SLOW,233,0,3,0,0,0,0
476,PROBOPASS,ROCK,STEEL,MAGNET PULL,STURDY,SAND FORCE,340,60,70,60,55,145,75,150,40,MEDIUM_FAST,184,0,0,1,0,2,0
477,DUSKNOIR,GHOST,,PRESSURE,,,106.6,45,35,45,100,135,65,135,45,FAST,236,0,0,1,0,2,0
478,FROSLASS,ICE,GHOST,CURSED BODY,,SNOW CLOAK,26.6,75,70,70,80,70,80,70,110,MEDIUM_FAST,168,0,0,0,0,0,2
479,ROTOM,ELECTRIC,GHOST,LEVITATE,,,0.3,45,70,50,50,77,95,77,91,MEDIUM_FAST,154,0,0,0,1,0,1
480,UXIE,PSYCHIC,,LEVITATE,,,0.3,3,140,75,75,130,75,130,95,SLOW,261,0,0,2,0,1,0
481,MESPRIT,PSYCHIC,,LEVITATE,,,0.3,3,140,80,105,105,105,105,80,SLOW,261,0,1,0,1,1,0
482,AZELF,PSYCHIC,,LEVITATE,,,0.3,3,140,75,125,70,125,70,115,SLOW,261,0,2,0,1,0,0
483,DIALGA,STEEL,DRAGON,PRESSURE,,TELEPATHY,683,30,0,100,120,120,150,100,90,SLOW,306,0,0,0,3,0,0
484,PALKIA,WATER,DRAGON,PRESSURE,,TELEPATHY,336,30,0,90,120,100,150,120,100,SLOW,306,0,0,0,3,0,0
485,HEATRAN,FIRE,STEEL,FLASH FIRE,,,430,3,100,91,90,106,130,106,77,SLOW,270,0,0,0,3,0,0
486,REGIGIGAS,NORMAL,,SLOW START,,,420,3,0,110,160,110,80,110,100,SLOW,302,0,3,0,0,0,0
487,GIRATINA,GHOST,DRAGON,PRESSURE,,TELEPATHY,750,3,0,150,100,120,100,120,90,SLOW,306,3,0,0,0,0,0
488,CRESSELIA,PSYCHIC,,LEVITATE,,,85.6,3,100,120,70,120,75,130,85,SLOW,270,0,0,0,0,3,0
489,PHIONE,WATER,,HYDRATION,,,3.1,30,70,80,80,80,80,80,80,SLOW,216,1,0,0,0,0,0
490,MANAPHY,WATER,,HYDRATION,,,1.4,3,70,100,100,100,100,100,100,SLOW,270,3,0,0,0,0,0
491,DARKRAI,DARK,,BAD DREAMS,,,50.5,3,0,70,90,90,135,90,125,SLOW,270,0,0,0,2,0,1
492,SHAYMIN,GRASS,,NATURAL CURE,,,2.1,45,100,100,100,100,100,100,100,MEDIUM_SLOW,270,3,0,0,0,0,0
493,ARCEUS,NORMAL,,MULTITYPE,,,320,3,0,120,120,120,120,120,120,SLOW,324,3,0,0,0,0,0
494,VICTINI,PSYCHIC,FIRE,VICTORY STAR,,,4,3,100,100,100,100,100,100,100,SLOW,270,3,0,0,0,0,0
495,SNIVY,GRASS,,OVERGROW,,,8.1,45,70,45,45,55,45,55,63,MEDIUM_SLOW,28,0,0,0,0,0,1
496,SERVINE,GRASS,,OVERGROW,,,16,45,70,60,60,75,60,75,83,MEDIUM_SLOW,145,0,0,0,0,0,2
497,SERPERIOR,GRASS,,OVERGROW,,,63,45,70,75,75,95,75,95,113,MEDIUM_SLOW,238,0,0,0,0,0,3
498,TEPIG,FIRE,,BLAZE,,,9.9,45,70,65,63,45,45,45,45,MEDIUM_SLOW,28,1,0,0,0,0,0
499,PIGNITE,FIRE,FIGHTING,BLAZE,,,55.5,45,70,90,93,55,70,55,55,MEDIUM_SLOW,146,0,2,0,0,0,0
500,EMBOAR,FIRE,FIGHTING,BLAZE,,,150,45,70,110,123,65,100,65,65,MEDIUM_SLOW,238,0,3,0,0,0,0
501,OSHAWOTT,WATER,,TORRENT,,,5.9,45,70,55,55,45,63,45,45,MEDIUM_SLOW,28,0,0,0,1,0,0
502,DEWOTT,WATER,,TORRENT,,,24.5,45,70,75,75,60,83,60,60,MEDIUM_SLOW,145,0,0,0,2,0,0
503,SAMUROTT,WATER,,TORRENT,,,94.6,45,70,95,100,85,108,70,70,MEDIUM_SLOW,238,0,0,0,3,0,0
504,PATRAT,NORMAL,,ANALYTIC,RUN AWAY,KEEN EYE,11.6,255,70,45,55,39,35,39,42,MEDIUM_FAST,51,0,1,0,0,0,0
505,WATCHOG,NORMAL,,ANALYTIC,KEEN EYE,ILLUMINATE,27,255,70,60,85,69,60,69,77,MEDIUM_FAST,147,0,2,0,0,0,0
506,LILLIPUP,NORMAL,,PICKUP,VITAL SPIRIT,RUN AWAY,4.1,255,70,45,60,45,25,45,55,MEDIUM_SLOW,55,0,1,0,0,0,0
507,HERDIER,NORMAL,,INTIMIDATE,SCRAPPY,SAND RUSH,14.7,120,70,65,80,65,35,65,60,MEDIUM_SLOW,130,0,2,0,0,0,0
508,STOUTLAND,NORMAL,,INTIMIDATE,SCRAPPY,SAND RUSH,61,45,70,85,100,90,45,90,80,MEDIUM_SLOW,221,0,3,0,0,0,0
509,PURRLOIN,DARK,,LIMBER,UNBURDEN,PRANKSTER,10.1,255,70,41,50,37,50,37,66,MEDIUM_FAST,56,0,0,0,0,0,1
510,LIEPARD,DARK,,LIMBER,UNBURDEN,PRANKSTER,37.5,90,70,64,88,50,88,50,106,MEDIUM_FAST,156,0,0,0,0,0,2
511,PANSAGE,GRASS,,GLUTTONY,,OVERGROW,10.5,190,70,50,53,48,53,48,64,MEDIUM_FAST,63,0,0,0,0,0,1
512,SIMISAGE,GRASS,,GLUTTONY,,OVERGROW,30.5,75,70,75,98,63,98,63,101,MEDIUM_FAST,174,0,0,0,0,0,2
513,PANSEAR,FIRE,,BLAZE,,GLUTTONY,11,190,70,50,53,48,53,48,64,MEDIUM_FAST,63,0,0,0,0,0,1
514,SIMISEAR,FIRE,,BLAZE,,GLUTTONY,28,75,70,75,98,63,98,63,101,MEDIUM_FAST,174,0,0,0,0,0,2
515,PANPOUR,WATER,,GLUTTONY,,TORRENT,13.5,190,70,50,53,48,53,48,64,MEDIUM_FAST,63,0,0,0,0,0,1
516,SIMIPOUR,WATER,,GLUTTONY,,TORRENT,29,75,70,75,98,63,98,63,101,MEDIUM_FAST,174,0,0,0,0,0,2
517,MUNNA,PSYCHIC,,FOREWARN,TELEPATHY,SYNCHRONIZE,23.3,190,70,76,25,45,67,55,24,FAST,58,1,0,0,0,0,0
518,MUSHARNA,PSYCHIC,,FOREWARN,TELEPATHY,SYNCHRONIZE,60.5,75,70,116,55,85,107,95,29,FAST,170,2,0,0,0,0,0
519,PIDOVE,NORMAL,FLYING,BIG PECKS,SUPER LUCK,RIVALRY,2.1,255,70,50,55,50,36,30,43,MEDIUM_SLOW,53,0,1,0,0,0,0
520,TRANQUILL,NORMAL,FLYING,BIG PECKS,SUPER LUCK,RIVALRY,15,120,70,62,77,62,50,42,65,MEDIUM_SLOW,125,0,2,0,0,0,0
