Number,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,Weight (kg),Catch Rate,Base Happiness,HP,Attack,Defense,Special Attack,Special Defense,Speed,Exp. Curve,Base exp,HP EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV
408,Cranidos,Rock,,Mold Breaker,,Sheer Force,31.5,45,70,67,125,40,30,30,58,Erratic,70,0,1,0,0,0,0
409,Rampardos,Rock,,Mold Breaker,,Sheer Force,102.5,45,70,97,165,60,65,50,58,Erratic,173,0,2,0,0,0,0
410,Shieldon,Rock,Steel,Soundproof,,Sturdy,57,45,70,30,42,118,42,88,30,Erratic,70,0,0,1,0,0,0
411,Bastiodon,Rock,Steel,Soundproof,,Sturdy,149.5,45,70,60,52,168,47,138,30,Erratic,173,0,0,2,0,0,0
412,Burmy,Bug,,Overcoat,,Shed Skin,3.4,120,70,40,29,45,29,45,36,Medium,45,0,0,0,0,1,0
413,Wormadam,Bug,Grass,Anticipation,,Overcoat,6.5,45,70,60,59,85,79,105,36,Medium,148,0,0,0,0,2,0
414,Mothim,Bug,Flying,Swarm,,Tinted Lens,23.3,45,70,70,94,50,94,50,66,Medium,148,0,1,0,1,0,0
415,Combee,Bug,Flying,Honey Gather,,Hustle,5.5,120,70,30,30,42,30,42,70,Medium Slow,49,0,0,0,0,0,1
416,Vespiquen,Bug,Flying,Pressure,,Unnerve,38.5,45,70,70,80,102,80,102,40,Medium Slow,166,0,0,1,0,1,0
417,Pachirisu,Electric,,Pickup,Volt Absorb,Run Away,3.9,200,100,60,45,70,45,90,95,Medium,142,0,0,0,0,0,1
418,Buizel,Water,,Swift Swim,,Water Veil,29.5,190,70,55,65,35,60,30,85,Medium,66,0,0,0,0,0,1
419,Floatzel,Water,,Swift Swim,,Water Veil,33.5,75,70,85,105,55,85,50,115,Medium,173,0,0,0,0,0,2
420,Cherubi,Grass,,Chlorophyll,,,3.3,190,70,45,35,45,62,53,35,Medium,55,0,0,0,1,0,0
421,Cherrim,Grass,,Flower Gift,,,9.3,75,70,70,60,70,87,78,85,Medium,158,0,0,0,2,0,0
422,Shellos,Water,,Sand Force,Storm Drain,Sticky Hold,6.3,190,70,76,48,48,57,62,34,Medium,65,1,0,0,0,0,0
423,Gastrodon,Water,Ground,Sand Force,Storm Drain,Sticky Hold,29.9,75,70,111,83,68,92,82,39,Medium,166,2,0,0,0,0,0
424,Ambipom,Normal,,Pickup,Technician,Skill Link,20.3,45,100,75,100,66,60,66,115,Fast,169,0,0,0,0,0,2
425,Drifloon,Ghost,Flying,Aftermath,Unburden,Flare Boost,1.2,125,70,90,50,34,60,44,70,Fluctuating,70,1,0,0,0,0,0
426,Drifblim,Ghost,Flying,Aftermath,Unburden,Flare Boost,15,60,70,150,80,44,90,54,80,Fluctuating,174,2,0,0,0,0,0
427,Buneary,Normal,,Klutz,Run Away,Limber,5.5,190,0,55,66,44,44,56,85,Medium,70,0,0,0,0,0,1
428,Lopunny,Normal,,Cute Charm,Limber,Klutz,33.3,60,140,65,76,84,54,96,105,Medium,168,0,0,0,0,0,2
429,Mismagius,Ghost,,Levitate,,,4.4,45,35,60,60,60,105,105,105,Fast,173,0,0,0,1,1,0
430,Honchkrow,Dark,Flying,Insomnia,Super Luck,Moxie,27.3,30,35,100,125,52,105,52,71,Medium Slow,177,0,2,0,0,0,0
431,Glameow,Normal,,Keen Eye,Own Tempo,Limber,3.9,190,70,49,55,42,42,37,85,Fast,62,0,0,0,0,0,1
432,Purugly,Normal,,Defiant,Thick Fat,Own Tempo,43.8,75,70,71,82,64,64,59,112,Fast,158,0,0,0,0,0,2
433,Chingling,Psychic,,Levitate,,,0.6,120,70,45,30,50,65,50,45,Fast,57,0,0,0,1,0,0
434,Stunky,Poison,Dark,Aftermath,Stench,Keen Eye,19.2,225,70,63,63,47,41,41,74,Medium,66,0,0,0,0,0,1
435,Skuntank,Poison,Dark,Aftermath,Stench,Keen Eye,38,60,70,103,93,67,71,61,84,Medium,168,2,0,0,0,0,0
436,Bronzor,Steel,Psychic,Heatproof,Levitate,Heavy Metal,60.5,255,70,57,24,86,24,86,23,Medium,60,0,0,1,0,0,0
437,Bronzong,Steel,Psychic,Heatproof,Levitate,Heavy Metal,187,90,70,67,89,116,79,116,33,Medium,175,0,0,1,0,1,0
438,Bonsly,Rock,,Rattled,Sturdy,Rock Head,15,255,70,50,80,95,10,45,10,Medium,58,0,0,1,0,0,0
439,Mime Jr.,Psychic,Fairy,Filter,Technician,Soundproof,13,145,70,20,25,45,70,90,60,Medium,62,0,0,0,0,1,0
440,Happiny,Normal,,Friend Guard,Serene Grace,Natural Cure,24.4,130,140,100,5,5,15,65,30,Fast,110,1,0,0,0,0,0
441,Chatot,Normal,Flying,Big Pecks,Tangled Feet,Keen Eye,1.9,30,35,76,65,45,92,42,91,Medium Slow,144,0,1,0,0,0,0
442,Spiritomb,Ghost,Dark,Infiltrator,,Pressure,108,100,70,50,92,108,92,108,35,Medium,170,0,0,1,0,1,0
443,Gible,Dragon,Ground,Rough Skin,,Sand Veil,20.5,45,70,58,70,45,40,45,42,Slow,60,0,1,0,0,0,0
444,Gabite,Dragon,Ground,Rough Skin,,Sand Veil,56,45,70,68,90,65,50,55,82,Slow,144,0,2,0,0,0,0
445,Garchomp,Dragon,Ground,Rough Skin,,Sand Veil,95,45,70,108,130,95,80,85,102,Slow,270,0,3,0,0,0,0
446,Munchlax,Normal,,Gluttony,Thick Fat,Pickup,105,50,70,135,85,40,40,85,5,Slow,78,1,0,0,0,0,0
447,Riolu,Fighting,,Inner Focus,Steadfast,Prankster,20.2,75,70,40,70,40,35,40,60,Medium Slow,57,0,1,0,0,0,0
448,Lucario,Fighting,Steel,Inner Focus,Steadfast,Justified,54,45,70,70,110,70,115,70,90,Medium Slow,184,0,1,0,1,0,0
449,Hippopotas,Ground,,Sand Force,,Sand Stream,49.5,140,70,68,72,78,38,42,32,Slow,66,0,0,1,0,0,0
450,Hippowdon,Ground,,Sand Force,,Sand Stream,300,60,70,108,112,118,68,72,47,Slow,184,0,0,2,0,0,0
451,Skorupi,Poison,Bug,Battle Armor,Sniper,Keen Eye,12,120,70,40,50,90,30,55,65,Slow,66,0,0,1,0,0,0
452,Drapion,Poison,Dark,Battle Armor,Sniper,Keen Eye,61.5,45,70,70,90,110,60,75,95,Slow,175,0,0,2,0,0,0
453,Croagunk,Poison,Fighting,Anticipation,Poison Touch,Dry Skin,23,140,100,48,61,40,61,40,50,Medium,60,0,1,0,0,0,0
454,Toxicroak,Poison,Fighting,Anticipation,Poison Touch,Dry Skin,44.4,75,70,83,106,65,86,65,85,Medium,172,0,2,0,0,0,0
455,Carnivine,Grass,,Levitate,,,27,200,70,74,100,72,90,72,46,Slow,159,0,2,0,0,0,0
456,Finneon,Water,,Storm Drain,Water Veil,Swift Swim,7,190,70,49,49,56,49,61,66,Erratic,66,0,0,0,0,0,1
457,Lumineon,Water,,Storm Drain,Water Veil,Swift Swim,24,75,70,69,69,76,69,86,91,Erratic,161,0,0,0,0,0,2
458,Mantyke,Water,Flying,Swift Swim,Water Veil,Water Absorb,65,25,70,45,20,50,60,120,50,Slow,69,0,0,0,0,1,0
459,Snover,Grass,Ice,Snow Warning,,Soundproof,50.5,120,70,60,62,50,62,60,40,Slow,67,0,1,0,0,0,0
460,Abomasnow,Grass,Ice,Snow Warning,,Soundproof,135.5,60,70,90,92,75,92,85,60,Slow,173,0,1,0,1,0,0
461,Weavile,Dark,Ice,Pickpocket,,Pressure,34,45,35,70,120,65,45,85,125,Medium Slow,179,0,1,0,0,0,1
462,Magnezone,Electric,Steel,Analytic,Sturdy,Magnet Pull,180,30,70,70,70,115,130,90,60,Medium,241,0,0,0,3,0,0
463,Lickilicky,Normal,,Cloud Nine,Own Tempo,Oblivious,140,30,70,110,85,95,80,95,50,Medium,180,3,0,0,0,0,0
464,Rhyperior,Ground,Rock,Lightningrod,Solid Rock,Reckless,282.8,30,70,115,140,130,55,55,40,Slow,241,0,3,0,0,0,0
465,Tangrowth,Grass,,Chlorophyll,Regenerator,Leaf Guard,128.6,30,70,100,100,125,110,50,50,Medium,187,0,0,2,0,0,0
466,Electivire,Electric,,Motor Drive,,Vital Spirit,138.6,30,70,75,123,67,95,85,95,Medium,243,0,3,0,0,0,0
467,Magmortar,Fire,,Flame Body,,Vital Spirit,68,30,70,75,95,67,125,95,83,Medium,243,0,0,0,3,0,0
468,Togekiss,Fairy,Flying,Hustle,Super Luck,Serene Grace,38,30,70,85,50,95,120,115,80,Fast,245,0,0,0,2,1,0
469,Yanmega,Bug,Flying,Frisk,Tinted Lens,Speed Boost,51.5,30,70,86,76,86,116,56,95,Medium,180,0,2,0,0,0,0
470,Leafeon,Grass,,Chlorophyll,,Leaf Guard,25.5,45,35,65,110,130,60,65,95,Medium,184,0,0,2,0,0,0
471,Glaceon,Ice,,Ice Body,,Snow Cloak,25.9,45,35,65,60,110,130,95,65,Medium,184,0,0,0,2,0,0
472,Gliscor,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,42.5,30,70,75,95,125,45,75,95,Medium Slow,179,0,0,2,0,0,0
473,Mamoswine,Ice,Ground,Oblivious,Thick Fat,Snow Cloak,291,50,70,110,130,80,70,60,80,Slow,239,0,3,0,0,0,0
474,Porygon-Z,Normal,,Adaptability,Download,Analytic,34,30,70,85,80,70,135,75,90,Medium,241,0,0,0,3,0,0
475,Gallade,Psychic,Fighting,Justified,,Steadfast,52,45,35,68,125,65,65,115,80,Slow,233,0,3,0,0,0,0
476,Probopass,Rock,Steel,Magnet Pull,Sturdy,Sand Force,340,60,70,60,55,145,75,150,40,Medium,184,0,0,1,0,2,0
477,Dusknoir,Ghost,,Pressure,,,106.6,45,35,45,100,135,65,135,45,Fast,236,0,0,1,0,2,0
478,Froslass,Ice,Ghost,Cursed Body,,Snow Cloak,26.6,75,70,70,80,70,80,70,110,Medium,168,0,0,0,0,0,2
479,Rotom,Electric,Ghost,Levitate,,,0.3,45,70,50,50,77,95,77,91,Medium,154,0,0,0,1,0,1
480,Uxie,Psychic,,Levitate,,,0.3,3,140,75,75,130,75,130,95,Slow,261,0,0,2,0,1,0
481,Mesprit,Psychic,,Levitate,,,0.3,3,140,80,105,105,105,105,80,Slow,261,0,1,0,1,1,0
482,Azelf,Psychic,,Levitate,,,0.3,3,140,75,125,70,125,70,115,Slow,261,0,2,0,1,0,0
483,Dialga,Steel,Dragon,Pressure,,Telepathy,683,30,0,100,120,120,150,100,90,Slow,306,0,0,0,3,0,0
484,Palkia,Water,Dragon,Pressure,,Telepathy,336,30,0,90,120,100,150,120,100,Slow,306,0,0,0,3,0,0
485,Heatran,Fire,Steel,Flash Fire,,,430,3,100,91,90,106,130,106,77,Slow,270,0,0,0,3,0,0
486,Regigigas,Normal,,Slow Start,,,420,3,0,110,160,110,80,110,100,Slow,302,0,3,0,0,0,0
487,Giratina,Ghost,Dragon,Pressure,,Telepathy,750,3,0,150,100,120,100,120,90,Slow,306,3,0,0,0,0,0
488,Cresselia,Psychic,,Levitate,,,85.6,3,100,120,70,120,75,130,85,Slow,270,0,0,0,0,3,0
489,Phione,Water,,Hydration,,,3.1,30,70,80,80,80,80,80,80,Slow,216,1,0,0,0,0,0
490,Manaphy,Water,,Hydration,,,1.4,3,70,100,100,100,100,100,100,Slow,270,3,0,0,0,0,0
491,Darkrai,Dark,,Bad Dreams,,,50.5,3,0,70,90,90,135,90,125,Slow,270,0,0,0,2,0,1
492,Shaymin,Grass,,Natural Cure,,,2.1,45,100,100,100,100,100,100,100,Medium Slow,270,3,0,0,0,0,0
493,Arceus,Normal,,Multitype,,,320,3,0,120,120,120,120,120,120,Slow,324,3,0,0,0,0,0
494,Victini,Psychic,Fire,Victory Star,,,4,3,100,100,100,100,100,100,100,Slow,270,3,0,0,0,0,0
495,Snivy,Grass,,Overgrow,,,8.1,45,70,45,45,55,45,55,63,Medium Slow,28,0,0,0,0,0,1
496,Servine,Grass,,Overgrow,,,16,45,70,60,60,75,60,75,83,Medium Slow,145,0,0,0,0,0,2
497,Serperior,Grass,,Overgrow,,,63,45,70,75,75,95,75,95,113,Medium Slow,238,0,0,0,0,0,3
498,Tepig,Fire,,Blaze,,,9.9,45,70,65,63,45,45,45,45,Medium Slow,28,1,0,0,0,0,0
499,Pignite,Fire,Fighting,Blaze,,,55.5,45,70,90,93,55,70,55,55,Medium Slow,146,0,2,0,0,0,0
500,Emboar,Fire,Fighting,Blaze,,,150,45,70,110,123,65,100,65,65,Medium Slow,238,0,3,0,0,0,0
501,Oshawott,Water,,Torrent,,,5.9,45,70,55,55,45,63,45,45,Medium Slow,28,0,0,0,1,0,0
502,Dewott,Water,,Torrent,,,24.5,45,70,75,75,60,83,60,60,Medium Slow,145,0,0,0,2,0,0
503,Samurott,Water,,Torrent,,,94.6,45,70,95,100,85,108,70,70,Medium Slow,238,0,0,0,3,0,0
504,Patrat,Normal,,Analytic,Run Away,Keen Eye,11.6,255,70,45,55,39,35,39,42,Medium,51,0,1,0,0,0,0
505,Watchog,Normal,,Analytic,Keen Eye,Illuminate,27,255,70,60,85,69,60,69,77,Medium,147,0,2,0,0,0,0
506,Lillipup,Normal,,Pickup,Vital Spirit,Run Away,4.1,255,70,45,60,45,25,45,55,Medium Slow,55,0,1,0,0,0,0
507,Herdier,Normal,,Intimidate,Scrappy,Sand Rush,14.7,120,70,65,80,65,35,65,60,Medium Slow,130,0,2,0,0,0,0
508,Stoutland,Normal,,Intimidate,Scrappy,Sand Rush,61,45,70,85,100,90,45,90,80,Medium Slow,221,0,3,0,0,0,0
509,Purrloin,Dark,,Limber,Unburden,Prankster,10.1,255,70,41,50,37,50,37,66,Medium,56,0,0,0,0,0,1
510,Liepard,Dark,,Limber,Unburden,Prankster,37.5,90,70,64,88,50,88,50,106,Medium,156,0,0,0,0,0,2
511,Pansage,Grass,,Gluttony,,Overgrow,10.5,190,70,50,53,48,53,48,64,Medium,63,0,0,0,0,0,1
512,Simisage,Grass,,Gluttony,,Overgrow,30.5,75,70,75,98,63,98,63,101,Medium,174,0,0,0,0,0,2
513,Pansear,Fire,,Blaze,,Gluttony,11,190,70,50,53,48,53,48,64,Medium,63,0,0,0,0,0,1
514,Simisear,Fire,,Blaze,,Gluttony,28,75,70,75,98,63,98,63,101,Medium,174,0,0,0,0,0,2
515,Panpour,Water,,Gluttony,,Torrent,13.5,190,70,50,53,48,53,48,64,Medium,63,0,0,0,0,0,1
516,Simipour,Water,,Gluttony,,Torrent,29,75,70,75,98,63,98,63,101,Medium,174,0,0,0,0,0,2
517,Munna,Psychic,,Forewarn,Telepathy,Synchronize,23.3,190,70,76,25,45,67,55,24,Fast,58,1,0,0,0,0,0
518,Musharna,Psychic,,Forewarn,Telepathy,Synchronize,60.5,75,70,116,55,85,107,95,29,Fast,170,2,0,0,0,0,0
519,Pidove,Normal,Flying,Big Pecks,Super Luck,Rivalry,2.1,255,70,50,55,50,36,30,43,Medium Slow,53,0,1,0,0,0,0
520,Tranquill,Normal,Flying,Big Pecks,Super Luck,Rivalry,15,120,70,62,77,62,50,42,65,Medium Slow,125,0,2,0,0,0,0
521,Unfezant,Normal,Flying,Big Pecks,Super Luck,Rivalry,29,45,70,80,105,80,65,55,93,Medium Slow,215,0,3,0,0,0,0
522,Blitzle,Electric,,Lightningrod,Sap Sipper,Motor Drive,29.8,190,70,45,60,32,50,32,76,Medium,59,0,0,0,0,0,1
523,Zebstrika,Electric,,Lightningrod,Sap Sipper,Motor Drive,79.5,75,70,75,100,63,80,63,116,Medium,174,0,0,0,0,0,2
524,Roggenrola,Rock,,Sand Force,,Sturdy,18,255,70,55,75,85,25,25,15,Medium Slow,56,0,0,1,0,0,0
525,Boldore,Rock,,Sand Force,,Sturdy,102,120,70,70,105,105,50,40,20,Medium Slow,137,0,1,1,0,0,0
526,Gigalith,Rock,,Sand Force,,Sturdy,260,45,70,85,135,130,60,70,25,Medium Slow,227,0,3,0,0,0,0
527,Woobat,Psychic,Flying,Klutz,Unaware,Simple,2.1,190,70,55,45,43,55,43,72,Medium,63,0,0,0,0,0,1
528,Swoobat,Psychic,Flying,Klutz,Unaware,Simple,10.5,45,70,67,57,55,77,55,114,Medium,149,0,0,0,0,0,2
529,Drilbur,Ground,,Mold Breaker,Sand Rush,Sand Force,8.5,120,70,60,85,40,30,45,68,Medium,66,0,1,0,0,0,0
530,Excadrill,Ground,Steel,Mold Breaker,Sand Rush,Sand Force,40.4,60,70,110,135,60,50,65,88,Medium,178,0,2,0,0,0,0
531,Audino,Normal,,Healer,Regenerator,Klutz,31,255,70,103,60,86,60,86,50,Fast,390,2,0,0,0,0,0
532,Timburr,Fighting,,Guts,Sheer Force,Iron Fist,12.5,180,70,75,80,55,25,35,35,Medium Slow,61,0,1,0,0,0,0
533,Gurdurr,Fighting,,Guts,Sheer Force,Iron Fist,40,90,70,85,105,85,40,50,40,Medium Slow,142,0,2,0,0,0,0
534,Conkeldurr,Fighting,,Guts,Sheer Force,Iron Fist,87,45,70,105,140,95,55,65,45,Medium Slow,227,0,3,0,0,0,0
535,Tympole,Water,,Hydration,Water Absorb,Swift Swim,4.5,255,70,50,50,40,50,40,64,Medium Slow,59,0,0,0,0,0,1
536,Palpitoad,Water,Ground,Hydration,Water Absorb,Swift Swim,17,120,70,75,65,55,65,55,69,Medium Slow,134,2,0,0,0,0,0
537,Seismitoad,Water,Ground,Poison Touch,Water Absorb,Swift Swim,62,45,70,105,85,75,85,75,74,Medium Slow,225,3,0,0,0,0,0
538,Throh,Fighting,,Guts,Mold Breaker,Inner Focus,55.5,45,70,120,100,85,30,85,45,Medium,163,2,0,0,0,0,0
539,Sawk,Fighting,,Inner Focus,Sturdy,Mold Breaker,51,45,70,75,125,75,30,75,85,Medium,163,0,2,0,0,0,0
540,Sewaddle,Bug,Grass,Chlorophyll,Swarm,Overcoat,2.5,255,70,45,53,70,40,60,42,Medium Slow,62,0,0,1,0,0,0
541,Swadloon,Bug,Grass,Chlorophyll,Overcoat,Leaf Guard,7.3,120,70,55,63,90,50,80,42,Medium Slow,133,0,0,2,0,0,0
542,Leavanny,Bug,Grass,Chlorophyll,Swarm,Overcoat,20.5,45,70,75,103,80,70,70,92,Medium Slow,221,0,3,0,0,0,0
543,Venipede,Bug,Poison,Poison Point,Swarm,Quick Feet,5.3,255,70,30,45,59,30,39,57,Medium Slow,52,0,0,1,0,0,0
544,Whirlipede,Bug,Poison,Poison Point,Swarm,Quick Feet,58.5,120,70,40,55,99,40,79,47,Medium Slow,126,0,0,2,0,0,0
545,Scolipede,Bug,Poison,Poison Point,Swarm,Quick Feet,200.5,45,70,60,90,89,55,69,112,Medium Slow,214,0,0,0,0,0,3
546,Cottonee,Grass,Fairy,Chlorophyll,Prankster,Infiltrator,0.6,190,70,40,27,60,37,50,66,Medium,56,0,0,0,0,0,1
547,Whimsicott,Grass,Fairy,Chlorophyll,Prankster,Infiltrator,6.6,75,70,60,67,85,77,75,116,Medium,168,0,0,0,0,0,2
548,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,6.6,190,70,45,35,50,70,50,30,Medium,56,0,0,0,1,0,0
549,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,16.3,75,70,70,60,75,110,75,90,Medium,168,0,0,0,2,0,0
550,Basculin,Water,,Adaptability,Reckless,Mold Breaker,18,25,70,70,92,65,80,55,98,Medium,161,0,0,0,0,0,2
551,Sandile,Ground,Dark,Anger Point,Moxie,Intimidate,15.2,180,70,50,72,35,35,35,65,Medium Slow,58,0,1,0,0,0,0
552,Krokorok,Ground,Dark,Anger Point,Moxie,Intimidate,33.4,90,70,60,82,45,45,45,74,Medium Slow,123,0,2,0,0,0,0
553,Krookodile,Ground,Dark,Anger Point,Moxie,Intimidate,96.3,45,70,95,117,70,65,70,92,Medium Slow,229,0,3,0,0,0,0
554,Darumaka,Fire,,Hustle,,Inner Focus,37.5,120,70,70,90,45,15,45,50,Medium Slow,63,0,1,0,0,0,0
555,Darmanitan,Fire,,Sheer Force,,Zen Mode,92.9,60,70,105,140,55,30,55,95,Medium Slow,168,0,2,0,0,0,0
556,Maractus,Grass,,Chlorophyll,Water Absorb,Storm Drain,28,255,70,75,86,67,106,67,60,Medium,161,0,0,0,2,0,0
557,Dwebble,Bug,Rock,Shell Armor,Weak Armor,Sturdy,14.5,190,70,50,65,85,35,35,55,Medium,65,0,0,1,0,0,0
558,Crustle,Bug,Rock,Shell Armor,Weak Armor,Sturdy,200,75,70,70,95,125,65,75,45,Medium,166,0,0,2,0,0,0
559,Scraggy,Dark,Fighting,Intimidate,Shed Skin,Moxie,11.8,180,35,50,75,70,35,70,48,Medium,70,0,1,0,0,0,0
560,Scrafty,Dark,Fighting,Intimidate,Shed Skin,Moxie,30,90,70,65,90,115,45,115,58,Medium,171,0,0,1,0,1,0
561,Sigilyph,Psychic,Flying,Magic Guard,Wonder Skin,Tinted Lens,14,45,70,72,58,80,103,80,97,Medium,172,0,0,0,2,0,0
562,Yamask,Ghost,,Mummy,,,1.5,190,70,38,30,85,55,65,30,Medium,61,0,0,1,0,0,0
563,Cofagrigus,Ghost,,Mummy,,,76.5,90,70,58,50,145,95,105,30,Medium,169,0,0,2,0,0,0
564,Tirtouga,Water,Rock,Solid Rock,Swift Swim,Sturdy,16.5,45,70,54,78,103,53,45,22,Medium,71,0,0,1,0,0,0
565,Carracosta,Water,Rock,Solid Rock,Swift Swim,Sturdy,81,45,70,74,108,133,83,65,32,Medium,173,0,0,2,0,0,0
566,Archen,Rock,Flying,Defeatist,,,9.5,45,70,55,112,45,74,45,70,Medium,71,0,1,0,0,0,0
567,Archeops,Rock,Flying,Defeatist,,,32,45,70,75,140,65,112,65,110,Medium,177,0,2,0,0,0,0
568,Trubbish,Poison,,Aftermath,Sticky Hold,Stench,31,190,70,50,50,62,40,62,65,Medium,66,0,0,0,0,0,1
569,Garbodor,Poison,,Aftermath,Weak Armor,Stench,107.3,60,70,80,95,82,60,82,75,Medium,166,0,2,0,0,0,0
570,Zorua,Dark,,Illusion,,,12.5,75,70,40,65,40,80,40,65,Medium Slow,66,0,0,0,1,0,0
571,Zoroark,Dark,,Illusion,,,81.1,45,70,60,105,60,120,60,105,Medium Slow,179,0,0,0,2,0,0
572,Minccino,Normal,,Cute Charm,Technician,Skill Link,5.8,255,70,55,50,40,40,40,75,Fast,60,0,0,0,0,0,1
573,Cinccino,Normal,,Cute Charm,Technician,Skill Link,7.5,60,70,75,95,60,65,60,115,Fast,165,0,0,0,0,0,2
574,Gothita,Psychic,,Frisk,,Shadow Tag,5.8,200,70,45,30,50,55,65,45,Medium Slow,58,0,0,0,0,1,0
575,Gothorita,Psychic,,Frisk,,Shadow Tag,18,100,70,60,45,70,75,85,55,Medium Slow,137,0,0,0,0,2,0
576,Gothitelle,Psychic,,Frisk,,Shadow Tag,44,50,70,70,55,95,95,110,65,Medium Slow,221,0,0,0,0,3,0
577,Solosis,Psychic,,Magic Guard,Regenerator,Overcoat,1,200,70,45,30,40,105,50,20,Medium Slow,58,0,0,0,1,0,0
578,Duosion,Psychic,,Magic Guard,Regenerator,Overcoat,8,100,70,65,40,50,125,60,30,Medium Slow,130,0,0,0,2,0,0
579,Reuniclus,Psychic,,Magic Guard,Regenerator,Overcoat,20.1,50,70,110,65,75,125,85,30,Medium Slow,221,0,0,0,3,0,0
580,Ducklett,Water,Flying,Big Pecks,Keen Eye,Hydration,5.5,190,70,62,44,50,44,50,55,Medium,61,1,0,0,0,0,0
581,Swanna,Water,Flying,Big Pecks,Keen Eye,Hydration,24.2,45,70,75,87,63,87,63,98,Medium,166,0,0,0,0,0,2
582,Vanillite,Ice,,Ice Body,,Weak Armor,5.7,255,70,36,50,50,65,60,44,Slow,61,0,0,0,1,0,0
583,Vanillish,Ice,,Ice Body,,Weak Armor,41,120,70,51,65,65,80,75,59,Slow,138,0,0,0,2,0,0
584,Vanilluxe,Ice,,Ice Body,,Weak Armor,57.5,45,70,71,95,85,110,95,79,Slow,241,0,0,0,3,0,0
585,Deerling,Normal,Grass,Chlorophyll,Serene Grace,Sap Sipper,19.5,190,70,60,60,50,40,50,75,Medium,67,0,0,0,0,0,1
586,Sawsbuck,Normal,Grass,Chlorophyll,Serene Grace,Sap Sipper,92.5,75,70,80,100,70,60,70,95,Medium,166,0,2,0,0,0,0
587,Emolga,Electric,Flying,Motor Drive,,Static,5,200,70,55,75,60,75,60,103,Medium,150,0,0,0,0,0,2
588,Karrablast,Bug,,No Guard,Swarm,Shed Skin,5.9,200,70,50,75,45,40,45,60,Medium,63,0,1,0,0,0,0
589,Escavalier,Bug,Steel,Overcoat,Swarm,Shell Armor,33,75,70,70,135,105,60,105,20,Medium,173,0,2,0,0,0,0
590,Foongus,Grass,Poison,Effect Spore,,Regenerator,1,190,70,69,55,45,55,55,15,Medium,59,1,0,0,0,0,0
591,Amoonguss,Grass,Poison,Effect Spore,,Regenerator,10.5,75,70,114,85,70,85,80,30,Medium,162,2,0,0,0,0,0
592,Frillish,Water,Ghost,Cursed Body,Water Absorb,Damp,33,190,70,55,40,50,65,85,40,Medium,67,0,0,0,0,1,0
593,Jellicent,Water,Ghost,Cursed Body,Water Absorb,Damp,135,60,70,100,60,70,85,105,60,Medium,168,0,0,0,0,2,0
594,Alomomola,Water,,Healer,Regenerator,Hydration,31.6,75,70,165,75,80,40,45,65,Fast,165,2,0,0,0,0,0
595,Joltik,Bug,Electric,Compound Eyes,Unnerve,Swarm,0.6,190,70,50,47,50,57,50,65,Medium,64,0,0,0,0,0,1
596,Galvantula,Bug,Electric,Compound Eyes,Unnerve,Swarm,14.3,75,70,70,77,60,97,60,108,Medium,165,0,0,0,0,0,2
597,Ferroseed,Grass,Steel,Iron Barbs,,,18.8,255,70,44,50,91,24,86,10,Medium,61,0,0,1,0,0,0
598,Ferrothorn,Grass,Steel,Iron Barbs,,,110,90,70,74,94,131,54,116,20,Medium,171,0,0,2,0,0,0
599,Klink,Steel,,Clear Body,Plus,Minus,21,130,70,40,55,70,45,60,30,Medium Slow,60,0,0,1,0,0,0
600,Klang,Steel,,Clear Body,Plus,Minus,51,60,70,60,80,95,70,85,50,Medium Slow,154,0,0,2,0,0,0
601,Klinklang,Steel,,Clear Body,Plus,Minus,81,30,70,60,100,115,70,85,90,Medium Slow,234,0,0,3,0,0,0
602,Tynamo,Electric,,Levitate,,,0.3,190,70,35,55,40,45,40,60,Slow,55,0,0,0,0,0,1
603,Eelektrik,Electric,,Levitate,,,22,60,70,65,85,70,75,70,40,Slow,142,0,2,0,0,0,0
604,Eelektross,Electric,,Levitate,,,80.5,30,70,85,115,80,105,80,50,Slow,232,0,3,0,0,0,0
605,Elgyem,Psychic,,Analytic,Telepathy,Synchronize,9,255,70,55,55,55,85,55,30,Medium,67,0,0,0,1,0,0
606,Beheeyem,Psychic,,Analytic,Telepathy,Synchronize,34.5,90,70,75,75,75,125,95,40,Medium,170,0,0,0,2,0,0
607,Litwick,Ghost,Fire,Flame Body,,Flash Fire,3.1,190,70,50,30,55,65,55,20,Medium Slow,55,0,0,0,1,0,0
608,Lampent,Ghost,Fire,Flame Body,,Flash Fire,13,90,70,60,40,60,95,60,55,Medium Slow,130,0,0,0,2,0,0
609,Chandelure,Ghost,Fire,Flame Body,,Flash Fire,34.3,45,70,60,55,90,145,90,80,Medium Slow,234,0,0,0,3,0,0
610,Axew,Dragon,,Mold Breaker,Unnerve,Rivalry,18,75,35,46,87,60,30,40,57,Slow,64,0,1,0,0,0,0
611,Fraxure,Dragon,,Mold Breaker,Unnerve,Rivalry,36,60,35,66,117,70,40,50,67,Slow,144,0,2,0,0,0,0
