Number,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,Weight (kg),Catch Rate,Base Happiness,HP,Attack,Defense,Special Attack,Special Defense,Speed,Exp. Curve,Base exp,HP EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV
436,Bronzor,Steel,Psychic,Levitate,Heatproof,,60.5,255,70,57,24,86,24,86,23,Medium,72,0,0,1,0,0,0
437,Bronzong,Steel,Psychic,Levitate,Heatproof,,187,90,70,67,89,116,79,116,33,Medium,188,0,0,1,0,1,0
438,Bonsly,Rock,,Sturdy,Rock Head,,15,255,70,50,80,95,10,45,10,Medium,68,0,0,1,0,0,0
439,Mime Jr.,Psychic,Fairy,Soundproof,Filter,,13,145,70,20,25,45,70,90,60,Medium,78,0,0,0,0,1,0
440,Happiny,Normal,,Natural Cure,Serene Grace,,24.4,130,140,100,5,5,15,65,30,Fast,255,1,0,0,0,0,0
441,Chatot,Normal,Flying,Keen Eye,Tangled Feet,,1.9,30,35,76,65,45,92,42,91,Medium Slow,107,0,1,0,0,0,0
442,Spiritomb,Ghost,Dark,Pressure,,,108,100,70,50,92,108,92,108,35,Medium,168,0,0,1,0,1,0
443,Gible,Dragon,Ground,Sand Veil,,,20.5,45,70,58,70,45,40,45,42,Slow,67,0,1,0,0,0,0
444,Gabite,Dragon,Ground,Sand Veil,,,56,45,70,68,90,65,50,55,82,Slow,144,0,2,0,0,0,0
445,Garchomp,Dragon,Ground,Sand Veil,,,95,45,70,108,130,95,80,85,102,Slow,218,0,3,0,0,0,0
446,Munchlax,Normal,,Pickup,Thick Fat,,105,50,70,135,85,40,40,85,5,Slow,94,1,0,0,0,0,0
447,Riolu,Fighting,,Steadfast,Inner Focus,,20.2,75,70,40,70,40,35,40,60,Medium Slow,72,0,1,0,0,0,0
448,Lucario,Fighting,Steel,Steadfast,Inner Focus,,54,45,70,70,110,70,115,70,90,Medium Slow,204,0,1,0,1,0,0
449,Hippopotas,Ground,,Sand Stream,,,49.5,140,70,68,72,78,38,42,32,Slow,95,0,0,1,0,0,0
450,Hippowdon,Ground,,Sand Stream,,,300,60,70,108,112,118,68,72,47,Slow,198,0,0,2,0,0,0
451,Skorupi,Poison,Bug,Battle Armor,Sniper,,12,120,70,40,50,90,30,55,65,Slow,114,0,0,1,0,0,0
452,Drapion,Poison,Dark,Battle Armor,Sniper,,61.5,45,70,70,90,110,60,75,95,Slow,204,0,0,2,0,0,0
453,Croagunk,Poison,Fighting,Anticipation,Dry Skin,,23,140,100,48,61,40,61,40,50,Medium,83,0,1,0,0,0,0
454,Toxicroak,Poison,Fighting,Anticipation,Dry Skin,,44.4,75,70,83,106,65,86,65,85,Medium,181,0,2,0,0,0,0
455,Carnivine,Grass,,Levitate,,,27,200,70,74,100,72,90,72,46,Slow,164,0,2,0,0,0,0
456,Finneon,Water,,Swift Swim,Storm Drain,,7,190,70,49,49,56,49,61,66,Erratic,90,0,0,0,0,0,1
457,Lumineon,Water,,Swift Swim,Storm Drain,,24,75,70,69,69,76,69,86,91,Erratic,156,0,0,0,0,0,2
458,Mantyke,Water,Flying,Swift Swim,Water Absorb,,65,25,70,45,20,50,60,120,50,Slow,108,0,0,0,0,1,0
459,Snover,Grass,Ice,Snow Warning,,,50.5,120,70,60,62,50,62,60,40,Slow,131,0,1,0,0,0,0
460,Abomasnow,Grass,Ice,Snow Warning,,,135.5,60,70,90,92,75,92,85,60,Slow,214,0,1,0,1,0,0
461,Weavile,Dark,Ice,Pressure,Pressure,,34,45,35,70,120,65,45,85,125,Medium Slow,199,0,1,0,0,0,1
462,Magnezone,Electric,Steel,Magnet Pull,Sturdy,,180,30,70,70,70,115,130,90,60,Medium,211,0,0,0,3,0,0
463,Lickilicky,Normal,,Own Tempo,Oblivious,,140,30,70,110,85,95,80,95,50,Medium,193,3,0,0,0,0,0
464,Rhyperior,Ground,Rock,Lightningrod,Solid Rock,,282.8,30,70,115,140,130,55,55,40,Slow,217,0,3,0,0,0,0
465,Tangrowth,Grass,,Chlorophyll,Leaf Guard,,128.6,30,70,100,100,125,110,50,50,Medium,211,0,0,2,0,0,0
466,Electivire,Electric,,Motor Drive,,,138.6,30,70,75,123,67,95,85,95,Medium,199,0,3,0,0,0,0
467,Magmortar,Fire,,Flame Body,,,68,30,70,75,95,67,125,95,83,Medium,199,0,0,0,3,0,0
468,Togekiss,Fairy,Flying,Hustle,Serene Grace,,38,30,70,85,50,95,120,115,80,Fast,220,0,0,0,2,1,0
469,Yanmega,Bug,Flying,Speed Boost,Tinted Lens,,51.5,30,70,86,76,86,116,56,95,Medium,198,0,2,0,0,0,0
470,Leafeon,Grass,,Leaf Guard,Leaf Guard,,25.5,45,35,65,110,130,60,65,95,Medium,196,0,0,2,0,0,0
471,Glaceon,Ice,,Snow Cloak,Snow Cloak,,25.9,45,35,65,60,110,130,95,65,Medium,196,0,0,0,2,0,0
472,Gliscor,Ground,Flying,Hyper Cutter,Sand Veil,,42.5,30,70,75,95,125,45,75,95,Medium Slow,192,0,0,2,0,0,0
473,Mamoswine,Ice,Ground,Oblivious,Snow Cloak,,291,50,70,110,130,80,70,60,80,Slow,207,0,3,0,0,0,0
474,Porygon-Z,Normal,,Adaptability,Download,,34,30,70,85,80,70,135,75,90,Medium,185,0,0,0,3,0,0
475,Gallade,Psychic,Fighting,Steadfast,Steadfast,,52,45,35,68,125,65,65,115,80,Slow,208,0,3,0,0,0,0
476,Probopass,Rock,Steel,Sturdy,Magnet Pull,,340,60,70,60,55,145,75,150,40,Medium,198,0,0,1,0,2,0
477,Dusknoir,Ghost,,Pressure,,,106.6,45,35,45,100,135,65,135,45,Fast,210,0,0,1,0,2,0
478,Froslass,Ice,Ghost,Snow Cloak,Snow Cloak,,26.6,75,70,70,80,70,80,70,110,Medium,187,0,0,0,0,0,2
479,Rotom,Electric,Ghost,Levitate,,,0.3,45,70,50,50,77,95,77,91,Medium,132,0,0,0,1,0,1
480,Uxie,Psychic,,Levitate,,,0.3,3,140,75,75,130,75,130,95,Slow,210,0,0,2,0,1,0
481,Mesprit,Psychic,,Levitate,,,0.3,3,140,80,105,105,105,105,80,Slow,210,0,1,0,1,1,0
482,Azelf,Psychic,,Levitate,,,0.3,3,140,75,125,70,125,70,115,Slow,210,0,2,0,1,0,0
483,Dialga,Steel,Dragon,Pressure,,,683,30,0,100,120,120,150,100,90,Slow,220,0,0,0,3,0,0
484,Palkia,Water,Dragon,Pressure,,,336,30,0,90,120,100,150,120,100,Slow,220,0,0,0,3,0,0
485,Heatran,Fire,Steel,Flash Fire,,,430,3,100,91,90,106,130,106,77,Slow,215,0,0,0,3,0,0
486,Regigigas,Normal,,Slow Start,,,420,3,0,110,160,110,80,110,100,Slow,220,0,3,0,0,0,0
487,Giratina,Ghost,Dragon,Pressure,,,750,3,0,150,100,120,100,120,90,Slow,220,3,0,0,0,0,0
488,Cresselia,Psychic,,Levitate,,,85.6,3,100,120,70,120,75,130,85,Slow,210,0,0,0,0,3,0
489,Phione,Water,,Hydration,,,3.1,30,70,80,80,80,80,80,80,Slow,165,1,0,0,0,0,0
490,Manaphy,Water,,Hydration,,,1.4,3,70,100,100,100,100,100,100,Slow,215,3,0,0,0,0,0
491,Darkrai,Dark,,Bad Dreams,,,50.5,3,0,70,90,90,135,90,125,Slow,210,0,0,0,2,0,1
492,Shaymin,Grass,,Natural Cure,,,2.1,45,100,100,100,100,100,100,100,Medium Slow,64,3,0,0,0,0,0
493,Arceus,Normal,,Multitype,,,320,3,0,120,120,120,120,120,120,Slow,255,3,0,0,0,0,0
